"id","name","category","subcategory","domains","modality","disease","url","cost","licence","language","maintainer","description","best_for","notes","verified"
"chemspider","ChemSpider","reference","chemistry","pharmacology","small-molecule","any","https://www.chemspider.com/","free","unknown","n/a","Royal Society of Chemistry","Free chemical structure database giving access to over 100 million structures aggregated and deduplicated from hundreds of sources, with links back to the originating sources.","Resolving a name, synonym or structure to identifiers and comparing physicochemical values across sources","Free to search, but neither the homepage nor the About page states any data licence or terms of use - redistribution rights unverified.","2026-08-26"
"drugbank","DrugBank","reference","chemistry","pharmacology","small-molecule","any","https://go.drugbank.com/","freemium","proprietary; some datasets CC BY-NC 4.0","n/a","DrugBank","Commercial drug knowledgebase of drug profiles, targets, pathways, chemical structures, diseases, clinical trials and companies, searchable online with a free account.","A quick consolidated drug monograph - targets, metabolism, ADME notes - when you accept you cannot redistribute what you read","THE BIGGEST LICENCE HAZARD HERE. The site states use or redistribution of any DrugBank content requires a licence. Academic dataset downloads were suspended at time of check. Only a small Open Data subset is CC0. Do not redistribute.","2026-08-26"
"drugcentral","DrugCentral","reference","chemistry","pharmacology","small-molecule","any","https://drugcentral.org/","free","CC BY-SA 4.0","n/a","Division of Translational Informatics, University of New Mexico","Online drug compendium: around 4,995 active ingredients and 152,476 pharmaceutical products with bioactivities and indications, plus veterinary coverage.","Linking an approved drug to its targets, indications and regulatory identifiers in one openly licensed download","CC BY-SA 4.0, so compatible with this curriculum's licence. Share-alike applies to derivatives; no academic/commercial split stated.","2026-08-26"
"pubchem","PubChem","reference","chemistry","pharmacology","small-molecule","any","https://pubchem.ncbi.nlm.nih.gov/","free","mostly public domain; depositor content varies","n/a","NCBI, US National Library of Medicine","NCBI's chemistry database - the largest free chemistry database - holding depositor-contributed substances, standardised compounds and bioassay results.","Getting a structure, identifier or physicochemical property for a compound in seconds","NCBI states no restrictions on its molecular databases but warns PubChem also contains depositor material protected by copyright, and that NCBI cannot grant unrestricted redistribution. Check per-record provenance.","2026-08-26"
"ctis","Clinical Trials Information System (CTIS) public portal","reference","clinical trials","pharmacology|regulatory","any","any","https://euclinicaltrials.eu/","free","unknown","n/a","EU/EEA national competent authorities and ethics committees","Public portal of the EU Clinical Trials Information System, covering individual trials launched since 31 January 2022 across up to 30 EU/EEA countries.","Checking the current authorised protocol and status of an EU trial started under the Clinical Trials Regulation","Trials started before 31 January 2022 are in the older EU Clinical Trials Register instead. No data-reuse or download statement on the page.","2026-08-26"
"clinicaltrials-gov","ClinicalTrials.gov","reference","clinical trials","pharmacology|regulatory","any","any","https://clinicaltrials.gov/","free","public domain by convention; not stated on site","n/a","US National Library of Medicine","Registry and results database of clinical studies; the API reports around 600,000 study records, each retrievable as structured JSON including design, arms, eligibility and posted results.","Finding dose levels, sampling schedules and populations actually studied for a compound before building a trial-simulation scenario","Record count verified from the public API, which needs no key; the web UI is JavaScript-rendered. No explicit licence statement was retrievable.","2026-08-26"
"eu-clinical-trials-register","EU Clinical Trials Register","reference","clinical trials","pharmacology|regulatory","any","any","https://www.clinicaltrialsregister.eu/","free","unknown","n/a","European Medicines Agency and Heads of Medicines Agencies","Legacy EU register displaying information on EudraCT trials; the page states all ongoing EU/EEA trials are now shown through CTIS instead.","Retrieving protocol and result-summary details for older EudraCT-era European trials","Now essentially a historical archive alongside CTIS. No record counts or reuse terms given.","2026-08-26"
"who-ictrp","WHO International Clinical Trials Registry Platform","reference","clinical trials","pharmacology|regulatory","any","any","https://www.who.int/clinical-trials-registry-platform","free","unknown","n/a","World Health Organization","Platform aggregating records from a network of primary trial registries, including ClinicalTrials.gov, into one search portal; WHO coordinates the network rather than running a registry.","Catching trials registered outside the US and EU registries when scoping global evidence for a compound","Access via the trialsearch portal, an API, monthly downloads and a records folder on request. No reuse licence stated on this page.","2026-08-26"
"cpath-ibd-coalition","C-Path Disease Modeling Coalition, paediatric IBD programme","reference","consortium","pkpd|regulatory","any","immunology","https://c-path.org/c-paths-disease-modeling-coalition-begins-global-pediatric-ibd-work-from-european-hub/","free","unknown","n/a","Critical Path Institute with ESPGHAN and the Crohn's and Colitis Foundation","Initiative announced October 2025 to build regulatory-grade quantitative disease-progression models, beginning with paediatric Crohn's disease and ulcerative colitis as proof of concept.","Tracking whether a regulatory-grade paediatric IBD progression model becomes available, and who holds the data","NOTHING IS AVAILABLE YET. A launch announcement and an open call for data contributors, listed here as the clearest example of a consortium that is not yet a resource.","2026-08-27"
"cpath-quantitative-medicine","Critical Path Institute Quantitative Medicine Program","reference","consortium","pkpd|regulatory|stats-ml","any","cns|rare-disease|cardiometabolic|nephrology|infectious-disease","https://c-path.org/program/quantitative-medicine-program/","free","unknown","R","Critical Path Institute","C-Path's model-informed drug development programme, listing its regulatory-endorsed outputs: Alzheimer's trial simulation tools, an early-motor Parkinson's tool, a Duchenne progression model, and the PKD total kidney volume biomarker.","Seeing which disease-progression models have actually reached FDA endorsement or EMA qualification","An index of what exists, not a source. The page asserts models are open-source platforms, but every tool sits behind a separate request form.","2026-08-27"
"cpath-pkdoc","Polycystic Kidney Disease Outcomes Consortium (PKDOC)","reference","consortium","regulatory|pkpd","any","nephrology|rare-disease","https://c-path.org/program/polycystic-kidney-disease-outcomes-consortium/","free","unknown","n/a","Critical Path Institute with the PKD Foundation, FDA, EMA and Health Canada","Consortium that qualified total kidney volume as a prognostic enrichment biomarker for ADPKD trials; FDA additionally designated it a reasonably likely surrogate for disease progression under accelerated approval.","A concrete case study of a biomarker taken through dual FDA and EMA qualification","The qualification decision is freely readable. The underlying database of around 2,674 subjects is open to non-members subject to data use committee approval.","2026-08-27"
"dailymed","DailyMed","reference","drug label","pharmacology|regulatory","any","any","https://dailymed.nlm.nih.gov/dailymed/","free","public domain (site); label text from manufacturers","n/a","US National Library of Medicine","The most recent labelling submitted to FDA and currently in use: over 157,000 labelled submissions covering prescription and OTC human and animal drugs, devices and supplements.","Reading the current Structured Product Label, including the clinical pharmacology and DDI sections, for a marketed US product","Offers bulk download of all labels plus web-service APIs. Label content originates from manufacturers even though the site itself is public domain.","2026-08-26"
"drugs-at-fda","Drugs@FDA","reference","drug label","pharmacology|regulatory","any","any","https://www.accessdata.fda.gov/scripts/cder/daf/","free","public domain","n/a","FDA CDER","Searchable record of FDA-approved drug products by name, active ingredient or application number, with current approved labelling and FDA staff review documents.","Retrieving the clinical pharmacology review or approval package behind a dosing decision - the single best free source of worked regulatory analyses","Excludes CBER-regulated products such as vaccines and cell therapies - use the Purple Book for those.","2026-08-26"
"emc-uk","electronic medicines compendium (eMC)","reference","drug label","pharmacology|regulatory","any","any","https://www.medicines.org.uk/emc","free","unknown","n/a","Datapharm","UK regulated medicines information: Summaries of Product Characteristics and patient leaflets for licensed medicines, browsable by product name or active ingredient.","Reading the UK SmPC, pharmacokinetic properties section included, for a licensed medicine","Free to browse but run by a commercial company. The legal and privacy notice returned 404 when checked, so do not assume redistribution rights for SmPC text.","2026-08-26"
"ema-medicines","EMA Medicines database","reference","drug label","pharmacology|regulatory","any","any","https://www.ema.europa.eu/en/medicines","free","unknown","n/a","European Medicines Agency","Database of centrally authorised human and veterinary medicines and herbal products, with European Public Assessment Reports and product information.","Locating the EPAR and its clinical pharmacology and popPK sections for an EU-centrally-authorised medicine","Nationally authorised medicines are not covered. Offers Excel download of medicine data. No reuse licence could be verified - EMA's legal notice pages returned 404 when checked.","2026-08-26"
"fda-orange-book","FDA Orange Book","reference","drug label","pharmacology|regulatory","any","any","https://www.accessdata.fda.gov/scripts/cder/ob/index.cfm","free","public domain","n/a","FDA CDER","FDA-approved drug products with therapeutic equivalence evaluations, searchable by name, ingredient, application number, dosage form and route, plus patent and exclusivity data.","Checking therapeutic-equivalence coding and patent status when framing a generic bioequivalence question","Downloadable data files updated monthly.","2026-08-26"
"fda-purple-book","FDA Purple Book","reference","drug label","pharmacology|regulatory","protein-mab","any","https://purplebooksearch.fda.gov/","free","public domain","n/a","FDA","All FDA-licensed biological products including biosimilars, interchangeable products and their reference products, plus CBER-regulated products, searchable by brand or generic name.","Establishing which biologic is the reference product and whether a biosimilar is rated interchangeable","Includes a data export. Complements Drugs@FDA, which excludes CBER products.","2026-08-26"
"openfda-drug-label","openFDA Drug Labeling API","reference","drug label","pharmacology|regulatory","any","any","https://open.fda.gov/apis/drug/label/","free","CC0 1.0 / public domain","n/a","FDA openFDA","API serving FDA Structured Product Label files for prescription and OTC drugs, annotated and converted to JSON; records span June 2009 onward.","Programmatically mining label sections - CYP interaction or renal-impairment text - across hundreds of products at once","Terms state most content is CC0: copy, modify, distribute even commercially without asking permission. Third-party data with restricted rights is marked. Call volume may be limited.","2026-08-26"
"biorxiv","bioRxiv","reference","literature","pharmacology|general","any","any","https://www.biorxiv.org/","free","author-selected per preprint","n/a","openRxiv","Preprint server for biology, letting scientists share findings before peer review and formal publication.","Catching new pharmacology and modelling methods months before journal publication","Each preprint carries the licence its authors selected, so redistribution rights must be checked per item.","2026-08-26"
"europe-pmc","Europe PMC","reference","literature","pharmacology|general","any","any","https://europepmc.org/","free","varies per record","n/a","EMBL-EBI with the Europe PMC Funders' Group","Life-sciences literature search over articles, preprints and more, free to anyone, with RESTful APIs, an OAI service and bulk downloads for developers.","Full-text searching rather than abstract-only, across articles and preprints including grant-linked literature","Reuse rights depend on each record's own licence - open-access subsets differ from abstract-only records.","2026-08-26"
"medrxiv","medRxiv","reference","literature","pharmacology|general","any","any","https://www.medrxiv.org/","free","author-selected per preprint","n/a","openRxiv","Preprint repository for the health sciences, hosting preprints across more than 50 subject categories.","Finding pre-publication clinical evidence - dosing, trial results, pharmacogenomics - for a drug under active study","No screening or licensing terms on the landing page; per-preprint licences apply.","2026-08-26"
"pubmed","PubMed","reference","literature","pharmacology|general","any","any","https://pubmed.ncbi.nlm.nih.gov/","free","public domain for citation records; full text varies","n/a","US National Library of Medicine","More than 40 million citations for biomedical literature from MEDLINE, life science journals and online books, with links to full text at PubMed Central and publisher sites.","Systematically finding the primary PK/PD literature behind a model assumption - and the tool this curriculum verifies every citation against","Free to search. Full-text articles including PMC content are protected by copyright - abstracts and full text are not automatically redistributable.","2026-08-26"
"semantic-scholar","Semantic Scholar","reference","literature","pharmacology|stats-ml|general","any","any","https://www.semanticscholar.org/","free","unknown; API governed by a licence agreement","n/a","Ai2 (Allen Institute for AI)","Free research tool for scientific literature indexing over 237 million papers across all fields, with citation context and an API offering paper search.","Tracing citation networks across pharmacometrics and machine-learning literature at once","Free to use with no paywall. The API and datasets are governed by a separate licence agreement whose terms were not on the fetched page.","2026-08-26"
"cpath-tools-index","Critical Path Institute Tools and Platforms index","reference","model repository","pkpd|regulatory","any","cns|rare-disease|cardiometabolic|nephrology|infectious-disease","https://c-path.org/tools-platforms/","free","unknown","R","Critical Path Institute","Directory of six clinical trial simulation and enrichment tools and eleven disease databases spanning Alzheimer's, Duchenne, Parkinson's, multiple sclerosis, polycystic kidney disease, rare disease and tuberculosis.","The single entry point for locating a C-Path disease-specific tool or database and its access route","A directory, not a download page. Tools are web applications and databases are portals; each requires separate registration and, for most, committee approval.","2026-08-27"
"antibiotic-pkpd-model-review","Pharmacokinetic-pharmacodynamic models for time courses of antibiotic effects","reference","parameter reference","pkpd|pharmacology","small-molecule","infectious-disease","https://atb-models-review.github.io/","free","unknown","n/a","Minichmayr, Aranzana-Climent and Friberg, Uppsala University","Searchable catalogue of published antibiotic PK/PD time-kill models indexed by drug and pathogen, recording bacterial growth structure, effect equation, regrowth and resistance handling, interactions and PK parameters.","Finding a prior structural model and starting parameters for a specific antibiotic-pathogen pair","Free web tables with the underlying data on GitHub. Content last updated September 2021, so newer agents are missing.","2026-08-27"
"tgi-model-library","Tumour growth inhibition (TGI) model library documentation","reference","parameter reference","pkpd|pharmacology","any","oncology","https://monolixsuite.slp-software.com/monolix/2024R1/tumor-growth-inhibition-tgi-library","free","unknown","n/a","Simulations Plus","Documented catalogue of TGI structures: unsaturated growth (linear, quadratic, exponential, Simeoni, Koch) and saturated (logistic, Gompertz, Von Bertalanffy), with log-kill against Norton-Simon killing and Claret or two-population resistance.","Choosing and writing down the right tumour growth, kill and resistance equations before fitting anything","The DOCUMENTATION is free to read without a licence and carries the full ODE systems and analytical solutions - that is the value. The executable library ships with commercial MonolixSuite.","2026-08-27"
"kegg","KEGG: Kyoto Encyclopedia of Genes and Genomes","reference","pathways","pharmacology|qsp","any","any","https://www.genome.jp/kegg/","free-academic","proprietary","n/a","Kanehisa Laboratories","Integrated database collection spanning PATHWAY, BRITE, MODULE, ORTHOLOGY, GENES, GENOME, COMPOUND, REACTION, ENZYME, NETWORK, DISEASE, DRUG and MEDICUS.","Getting a curated pathway or drug-metabolism map to scaffold a QSP or systems model","LICENCE TRAP. The legal page states KEGG is not a public database and is not publicly funded. Academic users may browse free for research; academic service providers need a subscription; commercial users must license through Pathway Solutions. Do not redistribute.","2026-08-26"
"reactome","Reactome Pathway Database","reference","pathways","pharmacology|qsp","any","any","https://reactome.org/","free","CC0 (data); CC BY 4.0 (illustrations)","SBML|BioPAX","EMBL-EBI, NYU Langone, OHSU and OICR","Free, open-source, curated and peer-reviewed pathway database. Version 97, June 2026: 2,883 human pathways, 16,423 reactions, 11,694 proteins, 2,188 small molecules and 43,308 literature references.","Sourcing a reaction-level, literature-referenced pathway topology to seed or sanity-check a mechanistic model","Data under CC0 with no attribution required and commercial use permitted; illustrations CC BY 4.0; software Apache 2.0. Very much alive, with quarterly-style releases.","2026-08-26"
"gene-ontology","The Gene Ontology Resource","reference","pathways","pharmacology|qsp","any","any","https://geneontology.org/","free","CC BY 4.0","n/a","Gene Ontology Consortium","Computational representation of gene function across molecular, cellular and tissue-system levels: GO terms plus annotations linking gene products to those terms across many species.","Assigning consistent functional vocabulary to targets or gene sets in a mechanistic or omics-linked analysis","CC BY 4.0. Redistribution should name the Gene Ontology, the release date and the Zenodo DOI, and keep the copyright notice and warranty disclaimer.","2026-08-26"
"wikipathways","WikiPathways","reference","pathways","pharmacology|qsp","any","any","https://www.wikipathways.org/","free","CC0","GPML|GMT|SVG","Community-curated; Maastricht University and Gladstone Institutes","Open science platform of biological pathways contributed, updated and used by the research community, with pathways available as GPML, GMT and SVG and through APIs.","Grabbing an editable, freely redistributable pathway diagram when KEGG's licence blocks reuse","CC0 public-domain dedication - the safest pathway source for a curriculum that must redistribute content.","2026-08-26"
"cpic","CPIC - Clinical Pharmacogenetics Implementation Consortium","reference","pharmacogenomics","pharmacology","small-molecule","any","https://www.clinpgx.org/cpic","free","unknown","n/a","CPIC, hosted on ClinPGx","Peer-reviewed gene-drug prescribing guidelines; the CPIC API returns 29 guideline records including CYP2D6 and opioids, CYP2C9/VKORC1 and warfarin, and TPMT/NUDT15 and thiopurines.","Deciding whether a genotype should change the dose of a specific drug, and by how much","cpicpgx.org now redirects to clinpgx.org, which is JavaScript-only, so no licence text could be read. Guideline inventory verified through the open API. Do not redistribute guideline content without checking.","2026-08-26"
"fda-pharmacogenetic-associations","FDA Table of Pharmacogenetic Associations","reference","pharmacogenomics","pharmacology|regulatory","small-molecule","any","https://www.fda.gov/medical-devices/precision-medicine/table-pharmacogenetic-associations","free","public domain","n/a","FDA","FDA-evaluated drug-gene pairs in three sections: associations supporting therapeutic management recommendations; those affecting safety or response; and those with potential impact on pharmacokinetics only.","Seeing which pharmacogenetic associations FDA itself considers PK-relevant versus dosing-actionable","Page content last updated October 2022 - check the current label too. FDA stresses inclusion does not mean testing must precede prescribing.","2026-08-26"
"fda-ddi-tables","FDA Table of Substrates, Inhibitors and Inducers","reference","pharmacogenomics","pharmacology|pbpk|regulatory","small-molecule","any","https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers","free","public domain","n/a","FDA CDER","FDA tables of in vitro CYP marker reactions, selective inhibitors and inducers, clinical index substrates, inhibitors and inducers, and transporter substrates and inhibitors.","Choosing a regulatorily acceptable index substrate, inhibitor or inducer when designing or simulating a DDI study","Content current as of June 2023. Explicitly not exhaustive; entries selected on sensitivity, specificity and safety, drawing on the University of Washington Drug Interaction Database.","2026-08-26"
"cpath-pstc","Predictive Safety Testing Consortium (PSTC)","reference","qualified tool","regulatory|pharmacology","any","nephrology|hepatology","https://c-path.org/program/predictive-safety-testing-consortium/","free","unknown","n/a","Critical Path Institute with FDA, EMA and PMDA","Safety-biomarker qualification consortium whose qualified outputs include a six-biomarker composite urinary kidney panel, seven rodent kidney biomarkers, and glutamate dehydrogenase for liver injury.","Finding qualified kidney and liver safety biomarkers and their formal contexts of use","Documents yes, models no. The user's guide, FDA qualification letters and summary data packages download free; no quantitative DILI or AKI model is distributed.","2026-08-27"
"bindingdb","BindingDB","reference","target database","pharmacology","small-molecule","any","https://www.bindingdb.org/rwd/bind/info.jsp","free","CC BY 3.0; CC BY-SA 3.0 for ChEMBL-derived rows","n/a","Gilson group, UC San Diego","Public database of measured binding affinities: around 3.2M measurements across 1.4M compounds and 11,500 protein targets, of which 1.6M curated entries cover 772,000 compounds and 4,800 targets.","Assembling a target-affinity dataset with the measurement technique attached - the thing P-04 says an IC50 is meaningless without","Two licences coexist: BindingDB-curated content is CC BY 3.0, while rows ingested from ChEMBL carry CC BY-SA 3.0, and that share-alike obligation follows them.","2026-08-26"
"chembl","ChEMBL","reference","target database","pharmacology","small-molecule","any","https://www.ebi.ac.uk/chembl/","free","CC BY-SA 3.0","n/a","EMBL-EBI","Manually curated database of bioactive molecules with drug-like properties, combining chemical, bioactivity and genomic data across compounds, assays, activities, targets and source documents.","Pulling literature-extracted potency data for a compound series, or the assay context behind a reported IC50","CC BY-SA 3.0 - share-alike follows any redistributed derivative, which matters if you build a teaching dataset from it.","2026-08-26"
"guide-to-pharmacology","IUPHAR/BPS Guide to PHARMACOLOGY","reference","target database","pharmacology","small-molecule|peptide","any","https://www.guidetopharmacology.org/","free-academic","CC BY-SA 4.0","n/a","IUPHAR and the British Pharmacological Society","Expert-curated guide to pharmacological targets with quantitative ligand data across eight target classes: GPCRs, ion channels, nuclear receptors, kinases, catalytic receptors, transporters, enzymes and others.","Finding a curated, referenced affinity value and the recommended target nomenclature for a drug-target pair","CC BY-SA 4.0, so compatible with this curriculum's own licence - one of the few sources here that is. Commercial users are directed to a sustainability statement on access fees. The site now requires registration to browse.","2026-08-26"
"open-targets","Open Targets Platform","reference","target database","pharmacology","any","any","https://platform.opentargets.org/","free","CC0 1.0 (data)","n/a","Open Targets","Integrates public genetics, genomics, drug and literature datasets to support systematic identification and prioritisation of drug targets, linking targets, diseases and drugs.","Checking the genetic and tractability evidence linking a target to a disease before committing to a QSP model","Data dedicated to the public domain under CC0 with no downstream restrictions; code Apache 2.0. All contributing sources agreed to unrestricted use. One of the cleanest licences in this table.","2026-08-26"
"uniprot","UniProt","reference","target database","pharmacology","any","any","https://www.uniprot.org/","free","CC BY 4.0","n/a","UniProt Consortium","Protein sequence and functional annotation knowledgebase; the reference source for canonical protein identity, isoforms, sequence features and cross-references.","Pinning down the exact protein isoform, sequence and accession behind a named drug target or transporter","CC BY 4.0 applies to copyrightable parts of the databases - BY-SA compatible. Main site is JavaScript-only; the licence text is at rest.uniprot.org/help/license.","2026-08-26"
"acop","ACoP - American Conference on Pharmacometrics","course","conference","poppk|qsp|pbpk|regulatory","any","any","https://acop2026.eventscribe.net/aaStatic.asp?SFP=UUdZUlFHQ1pAMjQ1MjhAV2VsY29tZSBMZXR0ZXI","commercial","n/a","n/a","International Society of Pharmacometrics","ISoP's annual conference, with tutorials, Special Interest Group events, a hackathon and student programming.","The main US-facing pharmacometrics meeting; worth tracking even if you only watch recorded sessions later","Paid registration. Recorded ACoP sessions later appear on learn.isop.org, some free. Note go-acop.org still serves 2023 content.","2026-08-26"
"ascpt-annual-meeting","ASCPT Annual Meeting","course","conference","pharmacology|pkpd|regulatory","any","any","https://www.ascpt.org/meetings/annual-meeting","commercial","n/a","n/a","American Society for Clinical Pharmacology and Therapeutics","In-person annual meeting covering the discovery, development, regulation and utilization continuum.","Clinical pharmacology breadth rather than pure modelling depth","Paid registration; rates not published on this page. ASCPT also publishes CPT:PSP, the journal most of this curriculum's tutorial references come from.","2026-08-26"
"page-meeting","PAGE - Population Approach Group Europe","course","conference","poppk|pkpd|stats-ml","any","any","https://www.page-meeting.org/","freemium","n/a","n/a","PAGE","Annual European meeting for data analysis using the population approach. The site hosts an archive of every abstract ever submitted, searchable by year back to 1992.","The abstract archive is free and is a genuinely useful literature source in its own right","Archive is browsable without login at no cost - the highest-value piece for an unfunded learner. Attending requires paid registration and travel.","2026-08-26"
"qspc","QSPC - Quantitative Systems Pharmacology Conference","course","conference","qsp|pbpk|pkpd","any","any","https://www.qspc.eu/","commercial","n/a","n/a","Leiden University and the Foundation for the Advancement of Systems Pharmacology","Conference on emerging computational and experimental approaches in QSP and PBPK/PD, with plenary lectures and posters.","People specifically working in QSP who want the European community meeting","Paid registration, fees not shown. Held roughly every four years in the Netherlands, so not an annual fixture.","2026-08-26"
"uclouvain-kuleuven-pharmacometrics","Advanced Master in Pharmacometrics (UCLouvain and KU Leuven)","course","degree programme","poppk|pkpd|stats-ml","any","any","https://uclouvain.be/en-prog-2025-pmtx2mc","commercial","n/a","n/a","UCLouvain and KU Leuven","One-year, 60-ECTS advanced master taught in English in Brussels Woluwe, run jointly by UCLouvain and KU Leuven.","Graduates who want a dedicated one-year pharmacometrics degree in Europe","Requires on-site enrolment in Belgium; fees not stated on the programme page.","2026-08-26"
"buffalo-online-ms","Buffalo MS in Pharmacometrics and Personalized Pharmacotherapy (Online)","course","degree programme","poppk|pkpd|qsp","any","any","https://www.buffalo.edu/grad/programs/pharmacometrics-and-personalized-pharmacotherapy-online-ms.html","commercial","n/a","n/a","University at Buffalo School of Pharmacy and Pharmaceutical Sciences","30-credit MS completable fully online in about two years, part-time option available, covering mathematical models for disease and drug measurement, PK, PD and systems pharmacology.","Someone already working who wants an accredited US master's without relocating","Requires admission and paid tuition; rates not stated on the page. No public course material.","2026-08-26"
"uf-midd-certificate","Florida Model-Informed Drug Development graduate certificate","course","degree programme","poppk|pbpk|qsp","any","any","https://onlinepc.pharmacy.ufl.edu/programs/graduate-certificate/model-informed-drug-development/","commercial","n/a","n/a","University of Florida College of Pharmacy","12-credit online certificate over three semesters: Introduction to Quantitative Pharmacology plus three of Intro to MIDD, Physiologically Based Modeling, Population PK/PD, and QSP Modeling.","Formal PBPK/QSP/PopPK coursework from the UF pharmacometrics group without a full degree","Paid enrolment; tuition not stated. Some Fall sections are on-campus only. Credits transfer into the UF online MS.","2026-08-26"
"uf-online-ms-midd","Florida MS in Pharmaceutical Sciences, MIDD specialization","course","degree programme","poppk|pbpk|qsp","any","any","https://onlinepc.pharmacy.ufl.edu/programs/masters-degree/","commercial","n/a","n/a","University of Florida College of Pharmacy","32-credit fully online MS specialising in MIDD: population PK/PD, QSP and PBPK modelling, with electives in pharmacoeconomics and precision medicine. Most finish in 2-3 years.","Career-changers who need a US graduate degree in pharmacometrics at a distance","Requires admission and paid tuition. Non-degree single-course enrolment is offered as a lower-commitment entry point.","2026-08-26"
"manchester-msc-mbdd","Manchester MSc Model-based Drug Development","course","degree programme","pkpd|poppk|pbpk","any","any","https://www.manchester.ac.uk/study/masters/courses/list/08749/msc-model-based-drug-development-pharmacokinetic-and-pharmacodynamic-modelling/","commercial","n/a","n/a","The University of Manchester","12 months full-time in person or 29 months part-time by distance learning, covering PK, PD, pharmacometrics, systems pharmacology and PBPK.","A UK MSc with a genuine part-time distance-learning route","Fees stated on the page: full-time GBP 20,000/yr UK and GBP 37,800/yr international; part-time distance GBP 10,000/yr UK. Needs a 2:2 honours degree and IELTS 7.0.","2026-08-26"
"ucsf-pspg","UCSF PhD in Pharmaceutical Sciences and Pharmacogenomics","course","degree programme","pharmacology|pkpd|general","any","any","https://pspg.ucsf.edu/degree-program/courses","commercial","n/a","n/a","University of California, San Francisco","PhD programme whose core sequence covers pharmacokinetic principles, metabolism and transport and applied PK, with an advanced PK/PD course offered biennially.","Prospective PhD applicants wanting PK/PD inside a pharmacogenomics curriculum","Doctoral admission required. The courses page lists descriptions and instructors only - no syllabi or slides are downloadable.","2026-08-26"
"uppsala-msc-pharmaceutical-modelling","Uppsala MSc in Pharmaceutical Modelling","course","degree programme","poppk|pkpd|stats-ml","any","any","https://www.uu.se/en/study/programme/masters-programme-pharmaceutical-modelling","free-academic","n/a","n/a","Uppsala University","Two-year, 120-credit master's taught in English covering mechanistic and AI/ML modelling, PK, computational chemistry and bioinformatics, ending in a 30-credit thesis.","EU/EEA/Swiss students, for whom this is a tuition-free route into a top pharmacometrics group","No tuition for EU/EEA/Swiss citizens; others pay SEK 330,000 total. Requires full-time on-site enrolment in Sweden.","2026-08-26"
"isop-learning-center","ISoP Learning Center","course","free lectures","poppk|qsp|stats-ml|regulatory","any","any","https://learn.isop.org/","freemium","n/a","n/a","International Society of Pharmacometrics","ISoP's education platform: the MIDD webinar series, on-demand webinars, recorded ACoP sessions, and Special Interest Group programmes including the QSP Virtual Student Symposium.","Keeping current with what practising pharmacometricians are arguing about","Mixed access. MIDD webinar items are USD 50 for non-members, free for members; several SIG items are free to non-members with a free guest account. Note isop.org is a different organisation (pharmacovigilance).","2026-08-26"
"metrum-open-courseware","Metrum Open Courseware","course","free lectures","poppk|pkpd|stats-ml|qsp","any","any","https://metrumrg.com/courses/","free","CC BY 3.0","n/a","Metrum Research Group / Metrum Institute","Fifteen full courses released openly: R for Pharmacometrics, Essentials of Population PK-PD, Advanced Topics, Bayesian modelling, Stan/Torsten, mrgsolve, and PBPK/QSP in R.","The highest-value free resource here - a complete self-study pharmacometrics curriculum, no login, no cost","Free with no registration, materials under CC BY 3.0. Some courses date from 2010-2018 but the population PK-PD and Bayesian content is still standard.","2026-08-26"
"mit-ocw-hst151","MIT OpenCourseWare HST.151 Principles of Pharmacology","course","free lectures","pharmacology","any","any","https://ocw.mit.edu/courses/hst-151-principles-of-pharmacology-spring-2005/","free","CC BY-NC-SA","n/a","MIT OpenCourseWare","Graduate pharmacology course archive with lecture notes, problem sets and solutions, and exams with solutions, covering drug mechanisms, distribution and metabolism.","Filling in the biological pharmacology foundation that pure modelling courses assume you already have","Free, no registration, fully downloadable, CC BY-NC-SA. Spring 2005 materials - dated on specific agents but sound on principles.","2026-08-26"
"nih-principles-clinical-pharmacology","Principles of Clinical Pharmacology","course","free lectures","pharmacology|pkpd|general","any","any","https://ocreco.od.nih.gov/courses/principles-clinical-pharmacology","free","n/a","n/a","NIH Office of Clinical Research Education and Collaboration Outreach","Free asynchronous course: 7 modules, 48 recorded core lectures plus case studies on pharmacokinetics, drug metabolism and transport, special populations and pharmacogenomics.","The single best free structured grounding in clinical pharmacology before touching modelling software","No institutional affiliation needed. Formal registration runs in yearly cycles, but the lectures are publicly viewable any time via the NIH PCP YouTube playlist and NIH VideoCast.","2026-08-26"
"pmxafrica-apt-fellowship","Applied Pharmacometrics Training (APT) Fellowship","course","short course","poppk|pkpd","any","any","https://pmxafrica.org/2025/03/04/applied-pharmacometrics-training-apt-fellowship-2025/","free","n/a","n/a","Pharmacometrics Africa NPC with CP+ Associates","24-week virtual fellowship plus two week-long face-to-face sessions; fellows work on model-based analysis projects with industry, consultancy and academic partners.","Early-to-mid-career African PhD holders who need funded, mentored project experience rather than lectures","Fully funded including airfare, accommodation and a stipend. Eligibility is narrow - PhD, African residency, prior clinical pharmacology project experience. Applications run in cycles.","2026-08-26"
